similarity,size1,size2,name1,path1,name2,path2
0.75,27515,28697,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v86.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v86.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md
0.75,27515,28697,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v86.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v86.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md
0.75,27515,28697,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v86.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v86.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md
0.75,28697,28325,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v85.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v85.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
0.75,28697,27457,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v85.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v85.md,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md
0.75,28697,28325,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v85.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v85.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,28697,28325,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
0.75,28697,27457,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md
0.75,28697,28325,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v76.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,28325,28697,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md
0.75,28325,28697,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md
0.75,27457,28697,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md
0.75,27457,28697,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v56.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md
0.75,28325,28697,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v67.md
0.75,28325,28697,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_yottaultrainfinitomniversal_absoluta_suprema_v94.md
1.00,28612,28609,herramienta_análisis_producto_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_producto_vc.md,herramienta_análisis_producto_vc.md,Vc_venture_capital/Financial_models/herramienta_análisis_producto_vc.md
0.80,28349,28477,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
0.80,28035,28477,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada.md,ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_avanzada_ultima_continuacion_mejorada_continuacion_definitiva_continuacion_avanzada_continuacion_avanzada_continuacion_avanzada_continuacion.md
1.00,28470,28467,herramienta_análisis_riesgo_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_riesgo_vc.md,herramienta_análisis_riesgo_vc.md,Vc_venture_capital/Financial_models/herramienta_análisis_riesgo_vc.md
1.00,28377,28374,herramienta_análisis_tecnológico_vc.md,Vc_venture_capital/Advanced_tools/herramienta_análisis_tecnológico_vc.md,herramienta_análisis_tecnológico_vc.md,Vc_venture_capital/Financial_models/herramienta_análisis_tecnológico_vc.md
1.00,28349,28035,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada_definitiva_ultima_continuacion_avanzada.md,ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada.md,06_documentation/Templates/ai_marketing_newsletter_template_continuacion_ultima_definitiva_final_completa_ultima_mejorada_avanzada.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md
1.00,28325,27797,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md
1.00,28325,27797,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
1.00,28325,27797,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
1.00,27797,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
1.00,27797,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v48.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
1.00,28325,28325,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v92.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,27515,28325,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md
0.75,27515,28325,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md
0.75,27515,28325,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md
0.75,27515,28325,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
0.75,27515,28325,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v59.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
0.75,27457,28325,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v65.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,27191,28325,dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md
0.75,27191,28325,dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v84.md
0.75,27191,28325,dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v57.md
0.75,27191,28325,dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v93.md
0.75,27191,28325,dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_petaultrainfinitomniversal_absoluta_suprema_v100.md,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v75.md
0.75,28325,27515,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v68.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v68.md
0.75,28325,27457,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v74.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v74.md
0.75,28325,27457,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v83.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_exaultrainfinitomniversal_absoluta_suprema_v83.md
0.75,28325,27515,dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_zettaultrainfinitomniversal_absoluta_suprema_v66.md,dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v77.md,06_documentation/Other/Analytics/dashboard_metricas_ia_marketing_trascendencia_infinitomniversal_absoluta_suprema_v77.md
