group_index,count,size_bytes,file_path
97,2,4403,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/auth.js
97,2,4403,/Users/adan/Documents/documentos_blatam/backups/duplicates/967e1b6858413ae5d498a371ce6051a9f7ce413079dd0382e88b0cca0e8d034b/auth.js
98,2,32647,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/final_organizer.py
98,2,32647,/Users/adan/Documents/documentos_blatam/backups/duplicates/b9a9e5fe859a920d16c526e205fba3373c9f33a22a4897d6e14afc8f27f84878/final_organizer.py
99,2,10182,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/swagger.js
99,2,10182,/Users/adan/Documents/documentos_blatam/backups/duplicates/3592308debb6878caa8df54d28e56310ced134bf97523f3dcb692e8cc101e797/swagger.js
100,2,20141,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/index.js
100,2,20141,/Users/adan/Documents/documentos_blatam/backups/duplicates/ac547b8c53eaff9a03e28a6c723a3e4b502f534b6719e1b0e83d9e8ba4a30f31/index.js
101,2,9408,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/edge.js
101,2,9408,/Users/adan/Documents/documentos_blatam/backups/duplicates/478cef93dc2d4a213034f55d53f1fdfa8bf4dfda8f96c71640c54795be83c047/edge.js
102,2,22245,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/organize_project.py
102,2,22245,/Users/adan/Documents/documentos_blatam/backups/duplicates/52f7fbd065a8c19ab999c52117a57503eb21b4f233e0d1c7dd8eda01d71aa848/organize_project.py
103,2,11437,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/dashboard_config.js
103,2,11437,/Users/adan/Documents/documentos_blatam/backups/duplicates/7099cd03600a075e6f6ecdc2b9c8555ca39cf5d4e8bff2a6148d44f410598975/dashboard-config.js
104,2,6136,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/errorhandler.js
104,2,6136,/Users/adan/Documents/documentos_blatam/backups/duplicates/34e69c25f139e31c72f4b140bc14db47b39791ff407a363493be704033ae2775/errorHandler.js
105,2,10908,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/viral_clipper.py
105,2,10908,/Users/adan/Documents/documentos_blatam/backups/duplicates/2f8971e36a5a8c47fa37d55bfa1d69065b95348787e85989e7830bfe0b054651/viral_clipper.py
106,2,13485,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/neural_dashboard_advanced_config.js
106,2,13485,/Users/adan/Documents/documentos_blatam/backups/duplicates/fe1e19a659967ab3faf5cde4884bb75af9945bba173a8e9ee9d7f58424900897/neural-dashboard-advanced-config.js
107,2,11049,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/verify_organization.py
107,2,11049,/Users/adan/Documents/documentos_blatam/backups/duplicates/9f961fcbd306658a9ca968722708ae41f155c9d1c67e8d5cc28216ba44cb387f/verify_organization.py
108,2,16090,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/20_ai_business_automation_suite.xlsx
108,2,16090,/Users/adan/Documents/documentos_blatam/backups/duplicates/cfbcfba556368101b48e0a29ad4fa267fd2e4ff66d7adf4b2e59a1026510b745/20_AI_Business_Automation_Suite.xlsx
109,2,14802,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/auto_organize.py
109,2,14802,/Users/adan/Documents/documentos_blatam/backups/duplicates/7ae9fb8a8b6b9e6cc5ab6370d730eb388bca41bc270433fa503c84c0358b7fd5/auto_organize.py
110,2,21803,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/25_advanced_automation_suite.xlsx
110,2,21803,/Users/adan/Documents/documentos_blatam/backups/duplicates/75dcb267ef1a55c765eab6db3c782829663b6ad31dd56abfa5e964d53383b930/25_Advanced_Automation_Suite.xlsx
111,2,13790,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/notificationservice.js
111,2,13790,/Users/adan/Documents/documentos_blatam/backups/duplicates/e8aac25f85d5c2de61cfef0d625e96fd3193138e58d1925dabcaed982000afd1/NotificationService.js
112,2,26467,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/due_diligence_automation_script.py
112,2,26467,/Users/adan/Documents/documentos_blatam/backups/duplicates/e4389664063fda404ca5f7be2c4ecfc6075d136c560c4350bdb283a737ca7398/DUE_DILIGENCE_AUTOMATION_SCRIPT.py
113,2,22967,/Users/adan/Documents/documentos_blatam/05_technology/Automation_scripts/analizador_competencia_anchor_texts.py
113,2,22967,/Users/adan/Documents/documentos_blatam/backups/duplicates/6ce779906ef76b20af9e8d94136abef4134a20a58a281d840f6bdaa8f5d772b9/analizador-competencia-anchor-texts.py
114,2,20012,/Users/adan/Documents/documentos_blatam/05_technology/Test_files/frontend_ab_testing.jsx
114,2,20012,/Users/adan/Documents/documentos_blatam/backups/duplicates/b15fd0a23baba17adaa796f8f68573258e2f8e6eda9d723b457ded13ca02dfa6/frontend-ab-testing.jsx
115,2,30150,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/advanced_template_system.py
115,2,30150,/Users/adan/Documents/documentos_blatam/backups/duplicates/ec41e4ad82b11295d9920f515b07109e09549971bb7f2ff72edf82af298bef3c/advanced_template_system.py
116,2,23640,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/mobile_app.py
116,2,23640,/Users/adan/Documents/documentos_blatam/backups/duplicates/1060f8c4cb90913271ba77694dcb29973636e26561dcd51ef6097481fecd8983/mobile_app.py
117,2,3929,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_to_pdf.py
117,2,3929,/Users/adan/Documents/documentos_blatam/backups/duplicates/add4f598275f1a0bfc6d198618de6b3a3b7ad645731886bfea5b66ef5203bfcc/convert_to_pdf.py
118,2,21563,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/collaboration_system.py
118,2,21563,/Users/adan/Documents/documentos_blatam/backups/duplicates/d75f18e2516ec42c5d2986146d65f2a1c10048cd8f178aef45c741fd4ed088de/collaboration_system.py
119,2,20904,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/monitoring_dashboard.py
119,2,20904,/Users/adan/Documents/documentos_blatam/backups/duplicates/da4ac3d8e5767e573cca9fd607f849dce774be3a2903bc636b80cbcab25e4e13/monitoring_dashboard.py
120,2,8512,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/demo_brand_analyzer.py
120,2,8512,/Users/adan/Documents/documentos_blatam/backups/duplicates/d4429afb6cb0525f9bc90e23f55761d0789a1ed1a4ae25655c796d9511107146/demo_brand_analyzer.py
121,2,4149,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_to_pdf_weasyprint.py
121,2,4149,/Users/adan/Documents/documentos_blatam/backups/duplicates/b6b7578d27a50e846a367bf664eb48d7dfbfc51d180202f7fd0fd62f86f4729d/convert_to_pdf_weasyprint.py
122,2,14833,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_to_docs.py
122,2,14833,/Users/adan/Documents/documentos_blatam/backups/duplicates/6bd0578615958e4697766bc050a29f5aed19a538f71d19d147aa878109c131de/convert_to_docs.py
123,2,19903,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/ai_content_analyzer.py
123,2,19903,/Users/adan/Documents/documentos_blatam/backups/duplicates/b2bd6cfecd2971ac08746f38e248bde54d5546278bad839f4580938af209ba72/ai_content_analyzer.py
124,2,19934,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_to_docs_alternative.py
124,2,19934,/Users/adan/Documents/documentos_blatam/backups/duplicates/c8cd338327b8db6e5424e56adffd8a7aa394fb42ff096b57e04fb8cd82f45d6d/convert_to_docs_alternative.py
125,2,17148,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/voice_commands.py
125,2,17148,/Users/adan/Documents/documentos_blatam/backups/duplicates/e394d4dd06d0a806060e8d4e019dd5a4adf35b5a5b554f5e7f7ff300a9cd5ddb/voice_commands.py
126,2,17549,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/quick_start.py
126,2,17549,/Users/adan/Documents/documentos_blatam/backups/duplicates/98af175adc999a6c86e734db3535df7f7a7a1c021afa0f00e7a442da133c8442/quick_start.py
127,2,21057,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/edge_computing_system.py
127,2,21057,/Users/adan/Documents/documentos_blatam/backups/duplicates/5cd2e6905be74701504adaacf60f429052469b3ef349dc85e74052330ee75a26/edge_computing_system.py
128,2,6703,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_advanced.py
128,2,6703,/Users/adan/Documents/documentos_blatam/backups/duplicates/1067daf35d358bc4fe3f879a3b8ff7eadec7d5005f6183b4aa11c1f007409859/convert_advanced.py
129,2,10054,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/organize_remaining.py
129,2,10054,/Users/adan/Documents/documentos_blatam/backups/duplicates/03e8198739053d57d3fac4b27c10ad016cd27f845988af4d2217e9abf31874c1/organize_remaining.py
130,2,3757,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_testimonial.py
130,2,3757,/Users/adan/Documents/documentos_blatam/backups/duplicates/7252757ec6aac620c4d41aa07534423b6897f138ab38a686a767e07394fb5373/convert-testimonial.py
131,2,19805,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/cloud_sync.py
131,2,19805,/Users/adan/Documents/documentos_blatam/backups/duplicates/104950c9f5a118f74c8efe38d44c36de60d31e1396e11a4108ce48ea284c3809/cloud_sync.py
132,2,2353,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/open_documents.py
132,2,2353,/Users/adan/Documents/documentos_blatam/backups/duplicates/1506808de93ebbbc3bcfc7a3cda577589bb1fe12f621f932b0d9ca4e9e0fddc1/open_documents.py
133,2,21043,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/conversational_ai_system.py
133,2,21043,/Users/adan/Documents/documentos_blatam/backups/duplicates/ef86bb5a017b238afd2a3dde4c94e02a4a807d05662434511ce65de06ddac466/conversational_ai_system.py
134,2,24146,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/iot_integration_system.py
134,2,24146,/Users/adan/Documents/documentos_blatam/backups/duplicates/71037804a07aa68fe827a7d68ac8fc048199b9192ee628ee37533726794b9b07/iot_integration_system.py
135,2,8667,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/setup.py
135,2,8667,/Users/adan/Documents/documentos_blatam/backups/duplicates/35db38c00d9e2bfe2363fa7a8b78a63ffb3638fc58f52f52d93da28d550abb04/setup.py
136,2,24229,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/predictive_ai_system.py
136,2,24229,/Users/adan/Documents/documentos_blatam/backups/duplicates/c7fd72817466ab4e2048d7f614490a66e2b41240f3b39aad13bd849be0317c5f/predictive_ai_system.py
137,2,21618,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/blockchain_integrity.py
137,2,21618,/Users/adan/Documents/documentos_blatam/backups/duplicates/3424882e088df0b65e81f2bfc4f75f7af7ca302660a067ddfc8ffab1727e8959/blockchain_integrity.py
138,2,19925,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/web_interface.py
138,2,19925,/Users/adan/Documents/documentos_blatam/backups/duplicates/4d145c8b6b47496b5508eca18433f0a8d67267431f47ae913bff1a042cd07493/web_interface.py
139,2,16119,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/auto_organize.py
139,2,16119,/Users/adan/Documents/documentos_blatam/backups/duplicates/176fafc31182e046b4d0a43e2fa41c293527dedd3631f7bd4438cbcfb7571409/auto_organize.py
140,2,12542,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/backup_system.py
140,2,12542,/Users/adan/Documents/documentos_blatam/backups/duplicates/d035a08f021e0a71b0a5a385a7fa9aba5442f5936b2cffe150103f1d0a5b1c69/backup_system.py
141,2,11532,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/system_manager.py
141,2,11532,/Users/adan/Documents/documentos_blatam/backups/duplicates/180bd4b239c0068a4e17152d85e8b673f8f0570ecf0e24880778d51237bb7a15/system_manager.py
142,2,28593,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/autonomous_ai_system.py
142,2,28593,/Users/adan/Documents/documentos_blatam/backups/duplicates/78f9280b1a33dd5e78936d31b10b001b8963e7b7fe2b7a1e6c6cb1b54e917e7c/autonomous_ai_system.py
143,2,21212,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/convert_to_docs_final.py
143,2,21212,/Users/adan/Documents/documentos_blatam/backups/duplicates/f6506bd7a5040988b16de57ef74a1611a82acc456adfa877711629ef94c156aa/convert_to_docs_final.py
144,2,28600,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/advanced_demo.py
144,2,28600,/Users/adan/Documents/documentos_blatam/backups/duplicates/41a587bbd452a641834c96b1e9ec9a6c1e32ae4144a7e6b0376e16f7f0faf12f/advanced_demo.py
145,2,34840,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/template_system.py
145,2,34840,/Users/adan/Documents/documentos_blatam/backups/duplicates/5e7a2dba4b37974b8b22fa6e5bb88bfeb41aa94fff851a722ece26d1cf496181/template_system.py
146,2,7244,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/organize_files.py
146,2,7244,/Users/adan/Documents/documentos_blatam/backups/duplicates/6f4b1d2fbd2fcea48d3da16611e2358ffccb39146416fb11da41e5b6c90d56ee/organize_files.py
147,2,8061,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/search_documents.py
147,2,8061,/Users/adan/Documents/documentos_blatam/backups/duplicates/4c969495f79952db77712febcdbedd4d9f9778d6e48870bae8eca80cfe2a41c5/search_documents.py
148,2,18725,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/advanced_analytics_engine.py
148,2,18725,/Users/adan/Documents/documentos_blatam/backups/duplicates/954b67f71fe20c23e0d9df2c974b73f0586d1cd2c8dcd51f95c529cc1de56987/advanced_analytics_engine.py
149,2,17237,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/enhanced_search.py
149,2,17237,/Users/adan/Documents/documentos_blatam/backups/duplicates/2d948989e0af525901b4ff661a063e859c0cac8a42f1d736df11d44e416d6f5e/enhanced_search.py
150,2,25137,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/cybersecurity_system.py
150,2,25137,/Users/adan/Documents/documentos_blatam/backups/duplicates/790f340c79e62ec1953ce52194b7a4f9de5431a07dcede091f121bb8be9bdf3e/cybersecurity_system.py
151,2,4531,/Users/adan/Documents/documentos_blatam/05_technology/Code_examples/generate_pdfs.py
151,2,4531,/Users/adan/Documents/documentos_blatam/backups/duplicates/bfe7c019778d3303ce270317c3619ef94f236b0935c8506bc8078042aa6d2e01/generate_pdfs.py
152,2,9662,/Users/adan/Documents/documentos_blatam/05_technology/Data_scripts/dataintegration.ts
152,2,9662,/Users/adan/Documents/documentos_blatam/backups/duplicates/cecba6bf951667ec761c3c588c92e82edf92d224c4b6dcc832cd7dc3ad53c15c/dataIntegration_1.ts
153,2,9633,/Users/adan/Documents/documentos_blatam/05_technology/Neural_networks/neuralinsights_1.ts
153,2,9633,/Users/adan/Documents/documentos_blatam/backups/duplicates/cf449f35ad35c0e7fac49b2d674c55d6eb22fe6b08be0c684481ce02954e69fc/neuralInsights.ts
154,2,2523,/Users/adan/Documents/documentos_blatam/05_technology/Auth_scripts/auth_4.ts
154,2,2523,/Users/adan/Documents/documentos_blatam/backups/duplicates/ea90ccd58b55e0e40ab2d2452f1f691ab8f2e7a6895194f80b084a703af626cd/auth_3.ts
155,2,6571,/Users/adan/Documents/documentos_blatam/05_technology/Auth_scripts/auth_5.ts
155,2,6571,/Users/adan/Documents/documentos_blatam/backups/duplicates/c4f593482169e58808d6b34c769c0e9dd880dd04187194114e2e4785ce6e1be4/auth_2.ts
156,2,3411,/Users/adan/Documents/documentos_blatam/05_technology/Auth_scripts/auth_6.ts
156,2,3411,/Users/adan/Documents/documentos_blatam/backups/duplicates/cefe308507dc4ec7fbcdc3a507d373c8bead025779e2bcbea07074435278dbeb/auth_7.ts
157,2,9677,/Users/adan/Documents/documentos_blatam/05_technology/Auth_scripts/auth.ts
157,2,9677,/Users/adan/Documents/documentos_blatam/backups/duplicates/707848ebd43f9739b13c60ba0f6d95bcb551a4564e62e390f671afc57be25eaa/auth_1.ts
158,2,16054,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralmarketpredictionservice_1.ts
158,2,16054,/Users/adan/Documents/documentos_blatam/backups/duplicates/28a6e22bdeb107da1b3cd95e33e1ed02d1494048c9e9a0043415e0c86e5764fc/neuralMarketPredictionService.ts
159,2,6145,/Users/adan/Documents/documentos_blatam/05_technology/Services/contentservice_1.ts
159,2,6145,/Users/adan/Documents/documentos_blatam/backups/duplicates/71ecfe55cfdf719284f174ee9792de5b6af411d008e92c23197342b3eb7553f1/contentService.ts
160,2,19715,/Users/adan/Documents/documentos_blatam/05_technology/Services/feedbackanalyticsservice_1.ts
160,2,19715,/Users/adan/Documents/documentos_blatam/backups/duplicates/f209e27fe691bebf29c65c27e8ece90939628039c823cbdb1c5bcb40559826d7/feedbackAnalyticsService.ts
161,2,21032,/Users/adan/Documents/documentos_blatam/05_technology/Services/advancedanalyticsservice_2.ts
161,2,21032,/Users/adan/Documents/documentos_blatam/backups/duplicates/529a9be5b3c95678f332e440b065eb6615f3fc07bfed4a7ae9ff7fe9ea627532/advancedAnalyticsService_3.ts
162,2,17808,/Users/adan/Documents/documentos_blatam/05_technology/Services/realtimenotificationservice_1.ts
162,2,17808,/Users/adan/Documents/documentos_blatam/backups/duplicates/805111ffd8aaf042cb1fdc023a9e2f1d3ab4fe96d25e06862aa01040be26564b/realTimeNotificationService.ts
163,2,16267,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralcollaborationservice.ts
163,2,16267,/Users/adan/Documents/documentos_blatam/backups/duplicates/6bb3b7d87bd9a38211087cf3a2309f2cbb7d62b4985f9dc4634bbd88633348a5/neuralCollaborationService_1.ts
164,2,14224,/Users/adan/Documents/documentos_blatam/05_technology/Services/neurallearningservice.ts
164,2,14224,/Users/adan/Documents/documentos_blatam/backups/duplicates/1359baa9e6d69be33207b1421209e2bb783a23b2b3d024e35795a479529bbe4d/neuralLearningService_1.ts
165,2,14508,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralarservice.ts
165,2,14508,/Users/adan/Documents/documentos_blatam/backups/duplicates/49e7a538a7e98f27d5dfd4dcd4b1b67d64b368bb25f08600fe57af28ce61509d/neuralARService_1.ts
166,2,17766,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralblockchainservice.ts
166,2,17766,/Users/adan/Documents/documentos_blatam/backups/duplicates/66db5878cb5b4a9683466bff8792966d18b16fd204455bf3c4cfce3035e6058c/neuralBlockchainService_1.ts
167,2,25393,/Users/adan/Documents/documentos_blatam/05_technology/Services/customerfeedbackservice_1.ts
167,2,25393,/Users/adan/Documents/documentos_blatam/backups/duplicates/687f0e3c2b25404686a3b9ec0b963c1104e86f09c6bcfa72a8f5c33ad1fb770c/customerFeedbackService.ts
168,2,17463,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralaiservice.ts
168,2,17463,/Users/adan/Documents/documentos_blatam/backups/duplicates/8e6da99458850d827c1fc1d8424f992ce78e127f70983225c77ec1293f622a72/neuralAIService_1.ts
169,2,25643,/Users/adan/Documents/documentos_blatam/05_technology/Services/customerfeedbackservice_3.ts
169,2,25643,/Users/adan/Documents/documentos_blatam/backups/duplicates/5a4a304e63e20f5c9dc5a273a9aeb18a9c60380ecec9dcf02846bc774ae697c3/customerFeedbackService_4.ts
170,2,21238,/Users/adan/Documents/documentos_blatam/05_technology/Services/dataintegrationservice.ts
170,2,21238,/Users/adan/Documents/documentos_blatam/backups/duplicates/3b807981234c2e4cc45048b41543f58f3eed94f1790cc4f41059f774b9e84ef4/dataIntegrationService_1.ts
171,2,19882,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralautomationservice.ts
171,2,19882,/Users/adan/Documents/documentos_blatam/backups/duplicates/8ce7a7ad3cdceea51bafea8dea2d8c3a6851e36c97f4b2348f52814ea196cc7f/neuralAutomationService_1.ts
172,2,13936,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralinsightsservice.ts
172,2,13936,/Users/adan/Documents/documentos_blatam/backups/duplicates/f778b9208970ace590057ff47da676f285491a965e92d53fa153dafffc303d84/neuralInsightsService_1.ts
173,2,19482,/Users/adan/Documents/documentos_blatam/05_technology/Services/machinelearningservice.ts
173,2,19482,/Users/adan/Documents/documentos_blatam/backups/duplicates/4d24ed66bfcde0c77604368cabf5264d6466ea7cff6361aeb0869dc66a49e107/machineLearningService_1.ts
174,2,18799,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuraldimensionservice_1.ts
174,2,18799,/Users/adan/Documents/documentos_blatam/backups/duplicates/8fa3a25e3fb26bc1c53bdc31e628533a69c7fd7256317cefbb14dc755b361c77/neuralDimensionService.ts
175,2,17916,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuraltimetravelservice.ts
175,2,17916,/Users/adan/Documents/documentos_blatam/backups/duplicates/d35691a7d009c791ae4264fd709bec56ed3637f0b036e447953cf788083eed3f/neuralTimeTravelService_1.ts
176,2,19005,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuralmetaverseservice.ts
176,2,19005,/Users/adan/Documents/documentos_blatam/backups/duplicates/ff5bb23463de9613c37b7e04fdc5d036568196af8ea4069d14a255b53c520c61/neuralMetaverseService_1.ts
177,2,17896,/Users/adan/Documents/documentos_blatam/05_technology/Services/neuraltelepathyservice.ts
177,2,17896,/Users/adan/Documents/documentos_blatam/backups/duplicates/ad71ea8c58737fcba088fbfbc86eda113281e90f131381dd21c8ba4cca696385/neuralTelepathyService_1.ts
178,2,21033,/Users/adan/Documents/documentos_blatam/05_technology/Services/advancedanalyticsservice_1.ts
178,2,21033,/Users/adan/Documents/documentos_blatam/backups/duplicates/2f0b19c330170e45b3b40d271778e6ff3daf21de7b9e6d5135c42411e552265f/advancedAnalyticsService.ts
179,2,722952,/Users/adan/Documents/documentos_blatam/00_version_management/Archived_versions/frases_populares_busqueda_google_2024_ultra_completo_final.html
179,2,722952,/Users/adan/Documents/documentos_blatam/backups/duplicates/ca2cb1d2248fdc7dd9fe1070b10cee6717f9a36d6c95fa8eee94965e3c2b837d/frases-populares-busqueda-google-2024-ultra-completo-final.html
180,2,1174330,/Users/adan/Documents/documentos_blatam/00_version_management/Archived_versions/frases_populares_busqueda_google_2024_ultra_completo_final.pdf
180,2,1174330,/Users/adan/Documents/documentos_blatam/backups/duplicates/02cfe0579625279ada5365b324192d784e1edaa38388b5484c96c98365889c20/frases-populares-busqueda-google-2024-ultra-completo-final.pdf
181,2,3398,/Users/adan/Documents/documentos_blatam/04_operations/Other/app.tsx
181,2,3398,/Users/adan/Documents/documentos_blatam/backups/duplicates/4aa370fdf18dab4b523f7876be5216cc626a6b47f59453700084d581cabf855c/App.tsx
182,2,21,/Users/adan/Documents/documentos_blatam/04_operations/Other/head
182,2,21,/Users/adan/Documents/documentos_blatam/.git/HEAD
183,2,6978,/Users/adan/Documents/documentos_blatam/24_education/Data_Files/saas_ia_marketing_pl.json
183,2,6978,/Users/adan/Documents/documentos_blatam/backups/duplicates/4ae23e342a2dfcd814cbd2c12d1f96dd8735a0438660bcd02e3dedc5bb54d214/saas_ia_marketing_P&L.json
184,2,4511,/Users/adan/Documents/documentos_blatam/24_education/Data_Files/curso_ia_webinars_pl.json
184,2,4511,/Users/adan/Documents/documentos_blatam/backups/duplicates/4b30a270402ae3f5629f8340d34068dd6dfbcbf7439eabb2fa73074afe3994d3/curso_ia_webinars_P&L.json
185,2,21644,/Users/adan/Documents/documentos_blatam/Vc_venture_capital/Analysis_tools/dashboard_ia_anti_vc_dependencia.html
185,2,21644,/Users/adan/Documents/documentos_blatam/backups/duplicates/a3f840ae7a949356ceba5ed5baad1e85e528bf01335496cd9c83f19402f7de95/DASHBOARD_IA_ANTI_VC_DEPENDENCIA.html
186,2,8758,/Users/adan/Documents/documentos_blatam/Vc_venture_capital/Analysis_tools/calculadora_anti_vc_dependencia.html
186,2,8758,/Users/adan/Documents/documentos_blatam/backups/duplicates/26436de76174822d03585e11af3eb05234f1985af97523a31bb54bf05ea96acb/CALCULADORA_ANTI_VC_DEPENDENCIA.html
187,2,27514,/Users/adan/Documents/documentos_blatam/Vc_venture_capital/Analysis_tools/calculadora_avanzada_anti_vc.html
187,2,27514,/Users/adan/Documents/documentos_blatam/backups/duplicates/98f07480abd455e516ac5c231b27f6fa62206834eb5c1576cb37f11e2ee62a2c/CALCULADORA_AVANZADA_ANTI_VC.html
188,2,18407,/Users/adan/Documents/documentos_blatam/02_finance/Other/neuralinsights.tsx
188,2,18407,/Users/adan/Documents/documentos_blatam/backups/duplicates/6767fe183c5f7d19d119774eb84a816ec755be867ec7c4c25c22c3d3b4cb8a18/NeuralInsights.tsx
189,2,9505,/Users/adan/Documents/documentos_blatam/02_finance/Other/deploy.sh
189,2,9505,/Users/adan/Documents/documentos_blatam/backups/duplicates/c1bd644583ebe7ba005b518b0a44dd0b15aae0f0047a655c5fb6b418b2adac68/deploy.sh
190,2,37300,/Users/adan/Documents/documentos_blatam/02_finance/Dashboards/due_diligence_dashboard_v2.html
190,2,37300,/Users/adan/Documents/documentos_blatam/backups/duplicates/065407bd5224b25e710f345149d47024b1d25029d1413b8d2c33168ab3bc18da/DUE_DILIGENCE_DASHBOARD_V2.html
191,2,17613,/Users/adan/Documents/documentos_blatam/02_finance/Scripts/deepseek_v3.py
191,2,17613,/Users/adan/Documents/documentos_blatam/backups/duplicates/2566f98cd267cf9c33b6fed85189343c33c90449150fbce4e4c44cefc6a3a657/deepseek_v3.py
192,2,20185,/Users/adan/Documents/documentos_blatam/02_finance/Automations/neuralautomation.tsx
192,2,20185,/Users/adan/Documents/documentos_blatam/backups/duplicates/68e0cfbabb90a6c8829bb4807ecad3444b322fd563daf00acb1eb845f2bf019a/NeuralAutomation.tsx
193,2,8667,/Users/adan/Documents/documentos_blatam/01_marketing/CONTENIDO_SERIAL_EDUCATIVO.md
193,2,8667,/Users/adan/Documents/documentos_blatam/backups/duplicates/ba6b8e3ebbfccae16ef6fe2764113378c4f71cb483a4895258b851e218c6566a/CONTENIDO_SERIAL_EDUCATIVO.md
194,2,5515,/Users/adan/Documents/documentos_blatam/01_marketing/ANALISIS_COMPETITIVO_EMAIL.md
194,2,5515,/Users/adan/Documents/documentos_blatam/01_marketing/Documentation/analisis_competitivo_email.md
195,2,10289,/Users/adan/Documents/documentos_blatam/01_marketing/ESTRATEGIAS_RECUPERACION_CHURN.md
195,2,10289,/Users/adan/Documents/documentos_blatam/backups/duplicates/4cbb7d44e5ad906571f5bbab4876e68da8c10dbf1905db079b28d61b0f655859/ESTRATEGIAS_RECUPERACION_CHURN.md
196,2,8486,/Users/adan/Documents/documentos_blatam/01_marketing/ESTRATEGIAS_ESCALAMIENTO_EQUIPOS.md
196,2,8486,/Users/adan/Documents/documentos_blatam/01_marketing/Documentation/estrategias_escalamiento_equipos.md
197,2,10769,/Users/adan/Documents/documentos_blatam/01_marketing/LANDING_PAGE_COPY_WEBINAR_IA.md
197,2,10769,/Users/adan/Documents/documentos_blatam/backups/duplicates/34b60baa136eaea651a7f1571694c0f528472a9893ba235b7027355486a24885/LANDING_PAGE_COPY_WEBINAR_IA.md
198,2,5996,/Users/adan/Documents/documentos_blatam/01_marketing/RESUMEN_EJECUTIVO_COMPLETO.md
198,2,5996,/Users/adan/Documents/documentos_blatam/01_marketing/Documentation/resumen_ejecutivo_completo.md
199,2,17985,/Users/adan/Documents/documentos_blatam/01_marketing/AUTOMATIZACIONES_AVANZADAS_EMAIL.md
